Gene,XGBoostGain
PF3D7_1372000,13.973574657908335
PF3D7_1246300,14.931248478000002
PF3D7_0705700,7.555865616666668
PF3D7_0301400,10.1821213
PF3D7_0300100,2.82105279
PF3D7_0624800,12.1759499104375
PF3D7_0401200,7.19035339
PF3D7_0102300,1.1122471312500002
PF3D7_1365600,8.732866202999999
PF3D7_0523500,14.919537285
PF3D7_0627900,5.561101094233333
PF3D7_1039700,12.2673683
PF3D7_0711700,6.609605739550001
PF3D7_0308100,5.3157114960000005
PF3D7_0100600,0.634931413805
PF3D7_0817300,23.2775421
PF3D7_0807000,13.9215317
PF3D7_0104300,2.82105279
PF3D7_0706100,7.727286345
PF3D7_0100800,3.227985144
PF3D7_0630200,3.70270417075
PF3D7_0110600,2.3980131725000002
PF3D7_1429900,6.207542124122998
PF3D7_0805000,7.573675289641667
PF3D7_1449400,10.4288635
PF3D7_0719700,0.7624322980000001
PF3D7_1024000,1.63100615745
PF3D7_0905100,13.0967007
PF3D7_0316400,11.6205215
PF3D7_0935400,3.307779060878571
PF3D7_1038700,4.505294064749999
PF3D7_0523200,3.4298310961966667
PF3D7_0515300,11.4740562
PF3D7_0712900,11.77938081
PF3D7_1247300,4.731592879571429
PF3D7_1020000,2.912958025
PF3D7_1106400,4.760824388333333
PF3D7_0922700,9.95831299
PF3D7_1461100,7.32336426
PF3D7_1446600,2.68080115
PF3D7_1455000,6.67115211
PF3D7_0415100,4.30605555
PF3D7_0816200,4.02099705
PF3D7_0714700,3.132404325
PF3D7_0210800,1.02220154
PF3D7_0523000,4.044374991711111
PF3D7_0314800,11.4292297
PF3D7_1138200,5.31297445
PF3D7_0107400,0.76551801015
PF3D7_1240000,10.0701599
PF3D7_1223800,4.54122744325
PF3D7_0806000,6.87603998
PF3D7_1346700,9.00906849
PF3D7_1120500,30.1439018
PF3D7_0218600,6.7577529778
PF3D7_1411900,2.4618275854625
PF3D7_0807200,4.1295248162
PF3D7_0709600,5.46169186
PF3D7_1121500,5.609214227
PF3D7_1405200,1.8457563523333331
PF3D7_1122800,9.22203541
PF3D7_0500100,5.06439626
PF3D7_1029700,10.1620483
PF3D7_0812400,3.61069274
PF3D7_0802400,2.237692960322222
PF3D7_1428400,3.7029068836000008
PF3D7_1408900,2.9608084373333328
PF3D7_0206800,5.297534945000001
PF3D7_1115600,2.9600101503333334
PF3D7_1243400,1.6445254443114998
PF3D7_0811300,20.2281399
PF3D7_1107700,4.704264590257142
PF3D7_0914900,5.8225719465
PF3D7_1321600,9.40554714
PF3D7_0404900,2.8649840694775
PF3D7_1407100,5.6572403369
PF3D7_0831400,13.3975248
PF3D7_1401400,5.6023365015
PF3D7_1147400,6.1906209
PF3D7_1313300,2.6821394857999996
PF3D7_1420600,7.66305542
PF3D7_1435600,4.94299698
PF3D7_0415300,2.77987099
PF3D7_1010700,9.524472725714286
PF3D7_0215700,2.9283037054999994
PF3D7_1361600,3.53660074225
PF3D7_0307800,1.80467951
PF3D7_0401800,3.1324653468
PF3D7_1231400,4.39813614
PF3D7_1353000,20.1815567
PF3D7_1349200,5.8966905043999995
PF3D7_1110200,8.03006172
PF3D7_0213600,2.732138905
PF3D7_0306300,5.598713656999999
PF3D7_0417800,2.0092211195042
PF3D7_1373500,1.802678909357143
PF3D7_1007900,4.70774156
PF3D7_0108500,1.3602966675000001
PF3D7_0606000,5.95939112
PF3D7_1028700,5.46631765
PF3D7_0411500,0.888155937
PF3D7_1245300,9.906706856142856
PF3D7_1136200,5.2036972
PF3D7_0716000,1.1794863325
PF3D7_0418100,4.97303391
PF3D7_1479200,2.17365265
PF3D7_1406700,6.390389068666667
PF3D7_1470900,3.12055413765
PF3D7_1349400,2.70682907
PF3D7_0727700,2.6185845582
PF3D7_1473700,4.4221542465
PF3D7_1133500,1.8150088424076922
PF3D7_0818400,4.1769678615
PF3D7_1426400,7.158302305
PF3D7_0105100,2.037497935
PF3D7_0615100,5.2534761450000005
PF3D7_1475700,0.8166141349
PF3D7_1325600,9.069446575
PF3D7_0828000,1.3180681769
PF3D7_1471900,4.27804995
PF3D7_0721300,1.430343445029
PF3D7_1239200,6.6380205000000005
PF3D7_0808600,2.7268011580000002
PF3D7_0110900,2.7896003735
PF3D7_0515200,4.125916736066666
PF3D7_0628700,7.48225784
PF3D7_0801300,4.29048538
PF3D7_1413200,2.463946337
PF3D7_0921900,13.2309647
PF3D7_0223100,8.4513607
PF3D7_1126400,6.959044090000001
PF3D7_1129400,8.55878162
PF3D7_0720300,5.32577324
PF3D7_1328600,2.162715388
PF3D7_0831200,1.7565706383500002
PF3D7_0321100,1.57644009605
PF3D7_1366700,2.46378469
PF3D7_1472900,6.94942940035
PF3D7_1465500,7.39200974
PF3D7_0311300,6.74551344
PF3D7_1032500,10.7701778
PF3D7_1240400,1.4878256030250003
PF3D7_1120900,6.10072851
PF3D7_1442800,11.7535267
PF3D7_0622400,6.52719307
PF3D7_1037700,0.6662493361999999
PF3D7_0527500,3.9701032599999997
PF3D7_1018200,4.14104939
PF3D7_0808400,2.02665901
PF3D7_1315100,4.4505528495
PF3D7_1351300,1.838202132
PF3D7_1118800,0.112441242
PF3D7_1458100,5.2307663
PF3D7_0221000,5.45358276
PF3D7_0602600,0.436417103
PF3D7_1006400,1.5017585750000002
PF3D7_1314100,8.39519119
PF3D7_0719500,1.7660319705
PF3D7_1245600,2.12414789
PF3D7_0402700,6.96607733
PF3D7_0320100,5.61816216
PF3D7_0100100,5.03279686
PF3D7_1230100,2.997100628666667
PF3D7_1309800,0.204976797
