Gene,XGBoostGain
PF3D7_1372000,23.46557289333333
PF3D7_1246300,22.2219986
PF3D7_1107600,8.69802856
PF3D7_0513400,8.91113281
PF3D7_1203100,6.80166626
PF3D7_0106000,5.64615059
PF3D7_0101800,0.45714283
PF3D7_0724900,4.57686925
PF3D7_1115600,11.513331656666667
PF3D7_1038700,10.731229748874998
PF3D7_1041200,12.4198151
PF3D7_0808100,17.2690067
PF3D7_1227800,14.8717947
PF3D7_0218600,12.247408560000002
PF3D7_0403800,5.66218805
PF3D7_0817300,16.975192699999997
PF3D7_0807000,11.4205375
PF3D7_0104300,2.57142878
PF3D7_0706100,10.9708405
PF3D7_1328400,7.587038438333335
PF3D7_0630200,7.942379
PF3D7_0110600,4.701967355
PF3D7_1245300,22.17788964
PF3D7_0404900,9.4729680425
PF3D7_0315200,10.2945652
PF3D7_1220600,4.29942131
PF3D7_0721700,8.08837555
PF3D7_1234600,10.8967056
PF3D7_0927500,12.5199847
PF3D7_0711700,10.503458343333334
PF3D7_0605600,11.234314
PF3D7_1017600,4.7584033
PF3D7_0726100,8.770751955
PF3D7_0408600,5.18078136
PF3D7_0203300,2.31101441
PF3D7_1245800,9.02257919
PF3D7_1439900,7.33766556
PF3D7_0900500,3.99025321
PF3D7_0629700,5.55152702
PF3D7_0805000,18.901068376666665
PF3D7_0523000,8.68285906875
PF3D7_1240000,8.92843177
PF3D7_1249500,8.68733215
PF3D7_0916300,9.09355164
PF3D7_1350800,10.7924604
PF3D7_0628300,18.7888546
PF3D7_1400300,11.1524954
PF3D7_0608600,5.09485102
PF3D7_0522700,6.13343525
PF3D7_1317800,6.44486618
PF3D7_1477200,1.68558502
PF3D7_0113000,0.98214817
PF3D7_1010700,14.748654607499999
PF3D7_1216500,3.6289657925000003
PF3D7_1029700,3.12704849
PF3D7_1422700,15.5924349
PF3D7_1220700,11.4898033
PF3D7_1010000,7.28215313
PF3D7_0717500,6.082449915
PF3D7_0919300,5.7986908
PF3D7_0802400,9.755216595
PF3D7_1467200,8.80669212
PF3D7_0904800,4.26943779
PF3D7_1007000,5.11141682
PF3D7_1442800,16.491497
PF3D7_0709200,6.92504501
PF3D7_0624100,8.17655754
PF3D7_0912000,8.00344467
