Gene,XGBoostGain
PF3D7_1372000,13.535144908738461
PF3D7_1038700,8.094520528875819
PF3D7_0723500,7.9928233155
PF3D7_1334500,8.8440094
PF3D7_0406700,0.8639590784000001
PF3D7_0205500,9.10775757
PF3D7_0512400,7.19999981
PF3D7_0100100,1.5929829765
PF3D7_0903100,13.60278307
PF3D7_0813800,5.2128425823599995
PF3D7_1317700,16.464016
PF3D7_1009400,12.121212
PF3D7_0627900,4.3692098638
PF3D7_0115200,11.193222
PF3D7_1002300,6.23316908
PF3D7_0831400,28.8551044
PF3D7_0607400,11.8399582
PF3D7_0511700,9.01075363
PF3D7_1301300,4.58852482
PF3D7_0200400,1.294532559
PF3D7_1006500,3.9824383250000004
PF3D7_0100600,0.22689667149999998
PF3D7_1245300,12.712073006971336
PF3D7_0404300,15.657648109999998
PF3D7_1106600,4.06687671025
PF3D7_0106600,1.4393634117148
PF3D7_0723000,13.5863609
PF3D7_0523000,5.004527639377779
PF3D7_1238800,7.031383742
PF3D7_0805000,7.274745893869998
PF3D7_1013100,3.7693220440212496
PF3D7_1221500,7.22873497
PF3D7_0611900,4.400592925
PF3D7_0201900,14.489418
PF3D7_1356300,7.55800247
PF3D7_0513000,5.72468233
PF3D7_0711700,5.946321693623846
PF3D7_0818400,5.1153166384
PF3D7_0822500,8.86749268
PF3D7_0527300,3.0224520960000003
PF3D7_0105800,0.42479171069999994
PF3D7_0413800,3.173816640566667
PF3D7_0529500,2.2457393995
PF3D7_0624800,23.12205704666667
PF3D7_1129800,11.79432368
PF3D7_1028700,7.52158356
PF3D7_0215700,7.55931091
PF3D7_0208800,5.31227875
PF3D7_0910600,1.7769651995
PF3D7_1200800,4.47533131
PF3D7_0209000,3.8156136019999995
PF3D7_0311200,16.4893665
PF3D7_1351000,9.32602507
PF3D7_0617800,1.15497112
PF3D7_1221600,2.87005756366
PF3D7_0731600,7.50897988
PF3D7_0525700,1.8015156113250004
PF3D7_0600400,6.63484383
PF3D7_1365600,5.348642829999999
PF3D7_1364600,3.95889878
PF3D7_0425400,8.9791832
PF3D7_1249000,4.36806488
PF3D7_1347700,0.286706686
PF3D7_0310200,3.2728187159999997
PF3D7_1117400,19.466547
PF3D7_1208000,7.749749231
PF3D7_1248400,10.6049204
PF3D7_0206800,7.935939146666667
PF3D7_1372100,11.4972382
PF3D7_0213200,6.71569824
PF3D7_0532400,3.36384177
PF3D7_1442800,7.50382628
PF3D7_1348300,6.49918735
PF3D7_1472100,7.23362446
PF3D7_0710200,1.19839764
PF3D7_1335600,8.81503105
PF3D7_1437200,6.36190748
PF3D7_1010400,2.04745157677
PF3D7_1133500,2.2568124189166667
PF3D7_0115700,2.8935843932650003
PF3D7_0726100,5.32025146
PF3D7_1400500,4.6375351
PF3D7_1201000,11.4903622
PF3D7_1335300,4.035364745
PF3D7_1004200,8.3356099258
PF3D7_0914200,5.328937665142857
PF3D7_0908700,5.93456268
PF3D7_1203600,6.69142914
PF3D7_0505300,2.06816459
PF3D7_1339300,5.42353821
PF3D7_0324100,6.78979373
PF3D7_1012000,2.0369001212
PF3D7_1102300,6.0150938
PF3D7_1373500,5.342929167
PF3D7_0511800,6.59930992
PF3D7_1433400,2.5854663587499997
PF3D7_1243000,2.14857506875
PF3D7_0306900,8.5905056
PF3D7_1343300,5.7646637
PF3D7_0722000,2.0043278628
PF3D7_0814100,2.94002628
PF3D7_1010700,5.7310494808
PF3D7_1431500,3.222234266
PF3D7_1306000,1.767337325
PF3D7_1338600,6.69275999
PF3D7_1435400,2.37318802
PF3D7_1406000,7.1637846099999996
PF3D7_1438900,8.24941444
PF3D7_0936500,7.84171486
PF3D7_0301300,10.5987396
PF3D7_1111200,7.372294925
PF3D7_1144200,5.32455063
PF3D7_1223800,4.24937470955
PF3D7_1106000,7.44204712
PF3D7_1465000,1.3602376371950002
PF3D7_1208400,6.12931824
PF3D7_1031200,4.4817791
PF3D7_1325600,6.673979525
PF3D7_1322400,0.590686321
PF3D7_1438700,2.21806383
PF3D7_1246300,11.950644456166664
PF3D7_1428400,5.877285003333334
PF3D7_1107600,4.0595737493333335
PF3D7_1443400,2.0757945576666668
PF3D7_0716500,1.4112533329999999
PF3D7_1240100,2.045450847666667
PF3D7_0521400,2.45353866
PF3D7_1451300,10.091132610499999
PF3D7_1328400,6.742549796156143
PF3D7_0622300,1.057380077096
PF3D7_1025900,4.072358255
PF3D7_0632400,1.88945338775
PF3D7_1435000,6.97861099
PF3D7_0207900,4.09782028
PF3D7_1473100,3.0066709020378
PF3D7_1137700,3.1962890049999997
PF3D7_0203300,0.651346207
PF3D7_1221100,11.911418
PF3D7_0511000,12.1263294
PF3D7_1466400,7.03874413
PF3D7_1115600,2.5803582587374994
PF3D7_0304700,2.893250927
PF3D7_1236700,4.19171762
PF3D7_0724400,2.4127999797
PF3D7_0214200,6.02422285
PF3D7_1350600,3.1830452431000005
PF3D7_0626200,10.0846348
PF3D7_0723100,6.34147263
PF3D7_1454900,2.47625065
PF3D7_0505900,1.852066794
PF3D7_1473300,6.027428865
PF3D7_1360200,0.6167315257
PF3D7_0519500,6.36589432
PF3D7_1315100,2.46773004704
PF3D7_1320600,4.13376331
PF3D7_0221000,5.62560272
PF3D7_1458100,3.2314968125
PF3D7_0115600,2.877061965
PF3D7_0805400,1.248307469
PF3D7_0624200,0.97405077827
PF3D7_1429900,5.611883266511111
PF3D7_0720500,2.2155097602874996
PF3D7_0103600,4.9346137
PF3D7_0927800,2.87410879
PF3D7_0302700,3.81137943
PF3D7_0112700,2.3543234484999997
PF3D7_0324800,1.32063389
PF3D7_1231800,2.7082956565
PF3D7_1364700,3.24279201
PF3D7_0935400,3.55161502535625
PF3D7_1451600,5.4187088
PF3D7_0935500,4.526533523333334
PF3D7_1328100,8.9313488
PF3D7_0531700,2.1156715875399996
PF3D7_1425600,2.3834719635
PF3D7_1318000,5.3992227735
PF3D7_1239200,8.47277832
PF3D7_1408100,2.69024431941805
PF3D7_1325800,7.08838081
PF3D7_1041000,0.8580482806333335
PF3D7_0706500,1.4598797513333335
PF3D7_1141900,4.54856777
PF3D7_0606400,3.03922558
PF3D7_0200300,1.2113526056666666
PF3D7_1254300,5.1015892
PF3D7_0603900,1.254642115
PF3D7_0913500,2.9403474653000004
PF3D7_0719500,5.7888875
PF3D7_0202000,6.305183039999999
PF3D7_0826600,4.83618212
PF3D7_1321200,2.50562096
PF3D7_0218600,5.242254073
PF3D7_0419000,5.58139335
PF3D7_1127500,2.6762094475000002
PF3D7_1444100,3.6688070906666663
PF3D7_1135600,7.41882372
PF3D7_1022300,5.51860428
PF3D7_1238900,1.9111316189999998
PF3D7_1118400,2.56017661
PF3D7_0103100,6.21857071
PF3D7_0830800,2.22574348180375
PF3D7_1246500,3.0404997442500004
PF3D7_0731200,4.70481586
PF3D7_0215900,1.8300758650666664
PF3D7_0802300,1.8858309518799998
PF3D7_1222600,3.80641484
PF3D7_0715100,1.9929593536969998
PF3D7_1036800,6.64084101
PF3D7_0525400,7.23672962
PF3D7_0411900,3.01076126
PF3D7_1460200,5.36555719
PF3D7_0305900,5.8200388
PF3D7_0916300,4.42040443
PF3D7_1348600,3.61429977
PF3D7_0400500,0.6804300297783333
PF3D7_1201100,3.1808083060000003
PF3D7_1023600,2.7787262069333334
PF3D7_1420400,0.205061782025
PF3D7_0527600,6.22941017
PF3D7_1034700,3.62186432
PF3D7_1132000,3.22057414
PF3D7_0719600,4.040525238666667
PF3D7_0814200,4.125965115
PF3D7_0423900,3.6302111786
PF3D7_0208200,0.766992152
PF3D7_0716400,4.1087792
PF3D7_1240900,5.59717941
PF3D7_0510200,3.35196829
PF3D7_0103900,5.27820873
PF3D7_1031500,2.81507778
PF3D7_0213900,1.9029894450000002
PF3D7_1205100,1.415840743
PF3D7_0712900,3.688871501666666
PF3D7_1402000,4.59022325
PF3D7_0410100,5.87650681
PF3D7_1401700,1.6099044435
PF3D7_1133600,5.617571277299999
PF3D7_1235600,3.260227205
PF3D7_1300700,4.39967537
PF3D7_1028200,4.3539217164
PF3D7_1446900,5.66193008
PF3D7_0613100,2.199916927
PF3D7_0823400,2.55729485
PF3D7_0112900,0.772117615
PF3D7_0107600,0.573657572
PF3D7_0216400,6.81399536
PF3D7_1214800,4.91988277
PF3D7_0524400,4.44698524
PF3D7_0306500,5.75699615
PF3D7_1146700,3.1797323200000003
PF3D7_1021600,3.28281689
PF3D7_1126100,0.0898530483
PF3D7_0918800,2.9689473806666666
PF3D7_1346200,1.3853631039999998
PF3D7_1362600,0.5543745800250001
PF3D7_1355400,5.35822678
PF3D7_1243100,2.61188531
PF3D7_1101300,2.70263195
PF3D7_1017500,0.265960358
PF3D7_1118500,1.81163406
PF3D7_1130500,5.290643056
PF3D7_0923400,6.029583215000001
PF3D7_1233700,2.455101905
PF3D7_1015100,2.31657839
PF3D7_0700100,1.96115005
PF3D7_0724900,2.0183912098500003
PF3D7_0830300,8.94069862
PF3D7_1332700,3.28164387
PF3D7_1353600,2.8987250314999997
PF3D7_1119100,2.5777148743500002
PF3D7_1029900,4.34367943
PF3D7_0422700,3.7739563
PF3D7_1346000,2.95913506
PF3D7_1114900,2.24440002
PF3D7_1359800,1.6463205280545454
PF3D7_0416900,1.93183279
PF3D7_1476700,3.55916971
PF3D7_1354700,2.67068577
PF3D7_0312100,3.0284511453333334
PF3D7_0114700,2.1488578220333334
PF3D7_1219700,5.63634109
PF3D7_1406700,2.64806314
PF3D7_1008500,2.91013336
PF3D7_1114000,1.1968937205
PF3D7_0504300,3.579914095
PF3D7_0715400,3.77676535
PF3D7_1442000,2.069449183426363
PF3D7_1242600,10.8074207
PF3D7_1467300,2.0099697598299997
PF3D7_0308200,3.65604591
PF3D7_1327000,4.98105097
PF3D7_1225800,5.10002565
PF3D7_1138500,3.48265362
PF3D7_1249200,2.4335284895
PF3D7_0413500,2.02777576
PF3D7_0720700,2.96411705
PF3D7_1023900,2.610941668333333
PF3D7_0310900,2.16349492285
PF3D7_0516800,0.9087262912
PF3D7_0731100,0.562915802
PF3D7_0526100,1.1226040705
PF3D7_1366900,3.26496152
PF3D7_1248800,4.94528961
PF3D7_0402700,2.86210203
PF3D7_0414700,1.9512751715
PF3D7_1013000,2.281318052
PF3D7_1339100,3.6305747
PF3D7_1414000,3.09739685
PF3D7_1339800,1.29044032
PF3D7_0424700,5.35953808
PF3D7_0321100,1.5724164491450001
PF3D7_1359700,2.770855844
PF3D7_1007800,2.99652982
PF3D7_0709900,1.0474808065
PF3D7_0813200,5.7381382
PF3D7_0415700,3.3551365533333333
PF3D7_0724300,2.32715416
PF3D7_0506000,2.7424548855
PF3D7_0320100,2.3702680323050003
PF3D7_0811600,4.49985218
PF3D7_0707700,3.41199684
PF3D7_1127300,1.6174662695
PF3D7_1243300,1.679345847
PF3D7_0916700,1.3311286435
PF3D7_1140700,4.02968216
PF3D7_1448000,4.29035378
PF3D7_0613400,2.69091415
PF3D7_1476400,0.9998158495
PF3D7_1211300,0.29403980100000005
PF3D7_1010900,1.1078695955
PF3D7_1411900,2.1829807908975
PF3D7_0932400,5.00379992
PF3D7_0807600,1.342031046
PF3D7_0816600,3.34495831
PF3D7_1150300,1.6424606444999998
PF3D7_1348700,4.82922745
PF3D7_0216100,4.36251068
PF3D7_1249100,2.034797398
PF3D7_1200200,0.48428079195
